File,Line,Pattern Type,Unwrapped Text,Context
"templates/business_auth/licenses/assignment_result.html",342,"Spans","Email:","<span class=""detail-label"">Email:</span>"
"templates/business_auth/licenses/dashboard.html",157,"Links (a tags)","{{ alert.action_text or 'View Details' }}","<a href=""{{ alert.action_url }}"" class=""btn btn-sm btn-outline-primary"">                     {{ aler"
"templates/business_auth/licenses/history.html",392,"Headings (h1-h6)","{% set different_types = license_history | map(attribute='license_type') | list | unique | list %}
                    {{ different_types|length }}","<h3 class=""stat-number"">                     {% set different_types = license_history | map(attribut"
"templates/business_auth/licenses/history.html",399,"Headings (h1-h6)","{% if license_history %}
                        {% set first_license = license_history[-1] %}
                        {% set days_since_first = (current_date - first_license.assigned_at).days if first_license and first_license.assigned_at else 0 %}
                        {{ days_since_first }}
                    {% else %}
                        0
                    {% endif %}","<h3 class=""stat-number"">                     {% if license_history %}                         {% set"
"templates/business_auth/licenses/history.html",428,"Divs with text","{{ record.duration_days }} day{{ 's' if record.duration_days != 1 else '' }}","<div class=""timeline-duration"">                         {{ record.duration_days }} day{{ 's' if reco"
"templates/business_auth/licenses/history.html",435,"Divs with text","{{ record.assigned_at.strftime('%B %d, %Y at %I:%M %p') if record.assigned_at else 'Unknown date' }}","<div class=""timeline-date"">                                 {{ record.assigned_at.strftime('%B %d, %"
"templates/business_auth/licenses/history.html",438,"Headings (h1-h6)","{% if record.action_type == 'assigned' %}
                                    License Assigned: {{ record.license_type|title }}
                                {% elif record.action_type == 'modified' %}
                                    License Modified: {{ record.license_type|title }}
                                {% elif record.action_type == 'expired' %}
                                    License Expired: {{ record.license_type|title }}
                                {% else %}
                                    License Updated: {{ record.license_type|title }}
                                {% endif %}","<h5 class=""timeline-action"">                                 {% if record.action_type == 'assigned' "
"templates/business_auth/licenses/history.html",486,"Spans","Expiration","<span class=""detail-label"">Expiration</span>"
"templates/business_auth/licenses/overview.html",287,"Placeholder attributes","Search by business name or email...","placeholder=""Search by business name or email..."""
"templates/business_auth/licenses/overview.html",288,"Value attributes (buttons/inputs)","{{ request.args.get('search', '') }}","value=""{{ request.args.get('search', '') }}"""
"templates/business_auth/licenses/overview.html",294,"Value attributes (buttons/inputs)","core","value=""core"""
"templates/business_auth/licenses/overview.html",295,"Value attributes (buttons/inputs)","plus","value=""plus"""
"templates/business_auth/licenses/overview.html",296,"Value attributes (buttons/inputs)","pro","value=""pro"""
"templates/business_auth/licenses/overview.html",297,"Value attributes (buttons/inputs)","trial","value=""trial"""
"templates/business_auth/licenses/overview.html",304,"Value attributes (buttons/inputs)","active","value=""active"""
"templates/business_auth/licenses/overview.html",305,"Value attributes (buttons/inputs)","expiring","value=""expiring"""
"templates/business_auth/licenses/overview.html",306,"Value attributes (buttons/inputs)","expired","value=""expired"""
"templates/business_auth/licenses/overview.html",329,"Table headers (th)","Expiration","<th>Expiration</th>"
"templates/business_auth/licenses/overview.html",330,"Table headers (th)","Actions","<th>Actions</th>"
"templates/business_auth/licenses/overview.html",377,"Spans","Unlimited","<span class=""text-muted"">Unlimited</span>"
"templates/business_auth/licenses/overview.html",429,"Divs with text","Showing {{ pagination.per_page * (pagination.page - 1) + 1 }} 
                    to {{ min(pagination.per_page * pagination.page, pagination.total) }} 
                    of {{ pagination.total }} accounts","<div class=""text-muted"">                     Showing {{ pagination.per_page * (pagination.page - 1) "
"templates/business_auth/licenses/overview.html",448,"Links (a tags)","{{ page_num }}","<a class=""page-link"" href=""{{ url_for('business_auth.business_license_overview', page=page_num, **re"
"templates/business_auth/login.html",27,"ARIA labels","Close","aria-label=""Close"""
"templates/business_auth/login.html",37,"Value attributes (buttons/inputs)","{{ csrf_token() }}","value=""{{ csrf_token() }}"""
"templates/business_auth/login.html",87,"Links (a tags)","RIVVALUE inc.","<a href=""https://www.rivvalue.com"" target=""_blank"" rel=""noopener noreferrer"" class=""text-muted"">RIVV"
"templates/business_auth/manage_users.html",22,"Paragraphs","Manage users and team members for {{ business_account.name }}","<p>Manage users and team members for {{ business_account.name }}</p>"
"templates/business_auth/manage_users.html",32,"ARIA labels","Close","aria-label=""Close"""
"templates/business_auth/manage_users.html",49,"ARIA labels","User limit usage","aria-label=""User limit usage"""
"templates/business_auth/manage_users.html",60,"ARIA labels","Add new user","aria-label=""Add new user"""
"templates/business_auth/manage_users.html",68,"ARIA labels","Add user button disabled - license limit reached","aria-label=""Add user button disabled - license limit reached"""
"templates/business_auth/manage_users.html",69,"Title attributes","License limit reached","title=""License limit reached"""
"templates/business_auth/manage_users.html",96,"Table headers (th)","User","<th scope=""col"">User</th>"
"templates/business_auth/manage_users.html",98,"Table headers (th)","Status","<th scope=""col"">Status</th>"
"templates/business_auth/manage_users.html",99,"Table headers (th)","Last Login","<th scope=""col"">Last Login</th>"
"templates/business_auth/manage_users.html",100,"Table headers (th)","Actions","<th scope=""col"">Actions</th>"
"templates/business_auth/manage_users.html",108,"Divs with text","{{ user.first_name[:1]|upper }}{{ user.last_name[:1]|upper }}","<div class=""users-user-avatar"" role=""img"" aria-label=""User avatar for {{ user.get_full_name() }}"">  "
"templates/business_auth/manage_users.html",108,"ARIA labels","User avatar for {{ user.get_full_name() }}","aria-label=""User avatar for {{ user.get_full_name() }}"""
"templates/business_auth/manage_users.html",120,"ARIA labels","User role","aria-label=""User role"""
"templates/business_auth/manage_users.html",126,"ARIA labels","User status","aria-label=""User status"""
"templates/business_auth/manage_users.html",135,"Spans","Never","<span class=""text-muted"">Never</span>"
"templates/business_auth/manage_users.html",143,"Title attributes","Edit User","title=""Edit User"""
"templates/business_auth/manage_users.html",145,"ARIA labels","Edit {{ user.get_full_name() }}","aria-label=""Edit {{ user.get_full_name() }}"""
"templates/business_auth/manage_users.html",152,"Value attributes (buttons/inputs)","{{ csrf_token() }}","value=""{{ csrf_token() }}"""
"templates/business_auth/manage_users.html",155,"Title attributes","Reset Password","title=""Reset Password"""
"templates/business_auth/manage_users.html",156,"ARIA labels","Reset password for {{ user.get_full_name() }}","aria-label=""Reset password for {{ user.get_full_name() }}"""
"templates/business_auth/manage_users.html",164,"Value attributes (buttons/inputs)","{{ csrf_token() }}","value=""{{ csrf_token() }}"""
"templates/business_auth/manage_users.html",168,"Title attributes","Deactivate User","title=""Deactivate User"""
"templates/business_auth/manage_users.html",169,"ARIA labels","Deactivate {{ user.get_full_name() }}","aria-label=""Deactivate {{ user.get_full_name() }}"""
"templates/business_auth/manage_users.html",175,"Title attributes","Activate User","title=""Activate User"""
"templates/business_auth/manage_users.html",176,"ARIA labels","Activate {{ user.get_full_name() }}","aria-label=""Activate {{ user.get_full_name() }}"""
"templates/business_auth/manage_users.html",183,"Spans","Current User","<span class=""text-muted small"">Current User</span>"
"templates/business_auth/manage_users.html",194,"Headings (h1-h6)","No users found","<h4>No users found</h4>"
"templates/business_auth/manage_users.html",195,"Paragraphs","Start building your team by adding the first user.","<p>Start building your team by adding the first user.</p>"
"templates/business_auth/manage_users.html",206,"Value attributes (buttons/inputs)","{{ csrf_token() }}","value=""{{ csrf_token() }}"""
"templates/business_auth/manage_users.html",211,"ARIA labels","Close","aria-label=""Close"""
"templates/business_auth/manage_users.html",217,"ARIA labels","required","aria-label=""required"""
"templates/business_auth/manage_users.html",229,"ARIA labels","required","aria-label=""required"""
"templates/business_auth/manage_users.html",242,"ARIA labels","required","aria-label=""required"""
"templates/business_auth/manage_users.html",249,"Placeholder attributes","user@company.com","placeholder=""user@company.com"""
"templates/business_auth/manage_users.html",252,"Divs with text","The user will receive an invitation email to activate their account.","<div class=""form-text"" id=""email_help"">The user will receive an invitation email to activate their a"
"templates/business_auth/manage_users.html",258,"Value attributes (buttons/inputs)","manager","value=""manager"""
"templates/business_auth/manage_users.html",259,"Value attributes (buttons/inputs)","viewer","value=""viewer"""
"templates/business_auth/manage_users.html",260,"Value attributes (buttons/inputs)","admin","value=""admin"""
"templates/business_auth/manage_users.html",262,"Value attributes (buttons/inputs)","platform_admin","value=""platform_admin"""
"templates/business_auth/manage_users.html",274,"Buttons","Cancel","<button type=""button"" class=""btn btn-secondary"" data-bs-dismiss=""modal"">Cancel</button>"
"templates/business_auth/manage_users.html",275,"ARIA labels","Confirm add user","aria-label=""Confirm add user"""
"templates/business_auth/manage_users.html",289,"Value attributes (buttons/inputs)","{{ csrf_token() }}","value=""{{ csrf_token() }}"""
"templates/business_auth/manage_users.html",294,"ARIA labels","Close","aria-label=""Close"""
"templates/business_auth/manage_users.html",300,"ARIA labels","required","aria-label=""required"""
"templates/business_auth/manage_users.html",312,"ARIA labels","required","aria-label=""required"""
"templates/business_auth/manage_users.html",325,"ARIA labels","required","aria-label=""required"""
"templates/business_auth/manage_users.html",338,"Value attributes (buttons/inputs)","manager","value=""manager"""
"templates/business_auth/manage_users.html",339,"Value attributes (buttons/inputs)","viewer","value=""viewer"""
"templates/business_auth/manage_users.html",340,"Value attributes (buttons/inputs)","admin","value=""admin"""
"templates/business_auth/manage_users.html",342,"Value attributes (buttons/inputs)","platform_admin","value=""platform_admin"""
"templates/business_auth/manage_users.html",349,"Buttons","Cancel","<button type=""button"" class=""btn btn-secondary"" data-bs-dismiss=""modal"">Cancel</button>"
"templates/business_auth/manage_users.html",350,"ARIA labels","Save changes","aria-label=""Save changes"""
"templates/business_auth/onboarding/complete.html",346,"Divs with text","Team Members Added","<div class=""summary-title"">Team Members Added</div>"
"templates/business_auth/onboarding/complete.html",356,"Divs with text","Platform Security","<div class=""summary-title"">Platform Security</div>"
"templates/business_auth/onboarding/smtp.html",258,"Paragraphs","Configure SMTP settings to send survey invitations","<p style=""font-size: var(--font-size-lg); color: var(--gray-dark); margin: 0;"">Configure SMTP settin"
"templates/business_auth/onboarding/smtp.html",266,"Divs with text","Step {{ current_step_index + 1 }} of {{ all_steps|length }}: {{ step.name }}","<div style=""text-align: center; color: var(--gray-dark); font-size: var(--font-size-sm); font-weight"
"templates/business_auth/onboarding/smtp.html",295,"Labels","SMTP Server *","<label class=""form-label"" for=""smtp_server"">SMTP Server *</label>"
"templates/business_auth/onboarding/smtp.html",297,"Value attributes (buttons/inputs)","{{ email_config.smtp_server if email_config else '' }}","value=""{{ email_config.smtp_server if email_config else '' }}"""
"templates/business_auth/onboarding/smtp.html",298,"Placeholder attributes","smtp.gmail.com","placeholder=""smtp.gmail.com"""
"templates/business_auth/onboarding/smtp.html",302,"Labels","Port *","<label class=""form-label"" for=""smtp_port"">Port *</label>"
"templates/business_auth/onboarding/smtp.html",304,"Value attributes (buttons/inputs)","{{ email_config.smtp_port if email_config else 587 }}","value=""{{ email_config.smtp_port if email_config else 587 }}"""
"templates/business_auth/onboarding/smtp.html",312,"Labels","Username *","<label class=""form-label"" for=""smtp_username"">Username *</label>"
"templates/business_auth/onboarding/smtp.html",314,"Value attributes (buttons/inputs)","{{ email_config.smtp_username if email_config else '' }}","value=""{{ email_config.smtp_username if email_config else '' }}"""
"templates/business_auth/onboarding/smtp.html",315,"Placeholder attributes","your-email@company.com","placeholder=""your-email@company.com"""
"templates/business_auth/onboarding/smtp.html",319,"Labels","Password *","<label class=""form-label"" for=""smtp_password"">Password *</label>"
"templates/business_auth/onboarding/smtp.html",321,"Placeholder attributes","{% if email_config %}••••••••{% else %}Enter password{% endif %}","placeholder=""{% if email_config %}••••••••{% else %}Enter password{% endif %}"""
"templates/business_auth/onboarding/smtp.html",327,"Labels","Sender Name *","<label class=""form-label"" for=""from_name"">Sender Name *</label>"
"templates/business_auth/onboarding/smtp.html",329,"Value attributes (buttons/inputs)","{{ email_config.from_name if email_config else business_account.name }}","value=""{{ email_config.from_name if email_config else business_account.name }}"""
"templates/business_auth/onboarding/smtp.html",330,"Placeholder attributes","{{ business_account.name }}","placeholder=""{{ business_account.name }}"""
"templates/business_auth/onboarding/smtp.html",344,"Labels","Test Email Address *","<label class=""form-label"" for=""test_email"">Test Email Address *</label>"
"templates/business_auth/onboarding/smtp.html",346,"Placeholder attributes","test@example.com","placeholder=""test@example.com"""
"templates/business_auth/onboarding/smtp.html",346,"Value attributes (buttons/inputs)","{{ current_user.email }}","value=""{{ current_user.email }}"""
"templates/business_auth/onboarding/users.html",326,"Divs with text","Step {{ current_step_index + 1 }} of {{ all_steps|length }}: {{ step.name }}","<div style=""text-align: center; color: var(--gray-dark); font-size: var(--font-size-sm); font-weight"
"templates/business_auth/onboarding/users.html",351,"Divs with text","{{ user.first_name[0]|upper }}{{ user.last_name[0]|upper }}","<div class=""user-avatar"">                 {{ user.first_name[0]|upper }}{{ user.last_name[0]|upper }"
"templates/business_auth/onboarding/users.html",358,"Divs with text","{{ user.role|title }}","<div class=""role-badge role-{{ user.role }}"">                 {{ user.role|title }}             </di"
"templates/business_auth/onboarding/users.html",390,"Labels","First Name *","<label class=""form-label"" for=""first_name"">First Name *</label>"
"templates/business_auth/onboarding/users.html",392,"Placeholder attributes","John","placeholder=""John"""
"templates/business_auth/onboarding/users.html",395,"Labels","Last Name *","<label class=""form-label"" for=""last_name"">Last Name *</label>"
"templates/business_auth/onboarding/users.html",397,"Placeholder attributes","Smith","placeholder=""Smith"""
"templates/business_auth/onboarding/users.html",402,"Labels","Email Address *","<label class=""form-label"" for=""email"">Email Address *</label>"
"templates/business_auth/onboarding/users.html",404,"Placeholder attributes","john.smith@company.com","placeholder=""john.smith@company.com"""
"templates/business_auth/onboarding/users.html",409,"Labels","Role *","<label class=""form-label"" for=""role"">Role *</label>"
"templates/business_auth/onboarding/users.html",411,"Value attributes (buttons/inputs)","manager","value=""manager"""
"templates/business_auth/onboarding/users.html",412,"Value attributes (buttons/inputs)","admin","value=""admin"""
"templates/business_auth/onboarding/users.html",413,"Value attributes (buttons/inputs)","viewer","value=""viewer"""
"templates/business_auth/onboarding/welcome.html",252,"Divs with text","Step {{ current_step_index + 1 }} of {{ all_steps|length }}: {{ step.name }}","<div class=""progress-text"">             Step {{ current_step_index + 1 }} of {{ all_steps|length }}:"
"templates/business_auth/onboarding_progress.html",66,"Value attributes (buttons/inputs)","{{ csrf_token() }}","value=""{{ csrf_token() }}"""
"templates/business_auth/platform_dashboard.html",310,"Paragraphs","System-wide overview and management for {{ current_user.get_full_name() }}","<p class=""mb-0"" style=""color: var(--primary-white); opacity: 0.9;"">System-wide overview and manageme"
"templates/business_auth/platform_dashboard.html",349,"Paragraphs","Total Business Accounts","<p class=""metric-label"">Total Business Accounts</p>"
"templates/business_auth/platform_dashboard.html",350,"Paragraphs","{{ dashboard_data.overview_metrics.trial_accounts }} trial, 
                        {{ dashboard_data.overview_metrics.customer_accounts }} customer, 
                        {{ dashboard_data.overview_metrics.demo_accounts }} demo","<p class=""metric-sublabel"">                         {{ dashboard_data.overview_metrics.trial_account"
"templates/business_auth/platform_dashboard.html",363,"Paragraphs","Total Active Users","<p class=""metric-label"">Total Active Users</p>"
"templates/business_auth/platform_dashboard.html",373,"Paragraphs","Campaigns This Month","<p class=""metric-label"">Campaigns This Month</p>"
"templates/business_auth/platform_dashboard.html",383,"Paragraphs","Responses This Month","<p class=""metric-label"">Responses This Month</p>"
"templates/business_auth/platform_dashboard.html",384,"Paragraphs","Survey submissions","<p class=""metric-sublabel"">Survey submissions</p>"
"templates/business_auth/platform_dashboard.html",401,"Paragraphs","Total Users","<p class=""metric-label"">Total Users</p>"
"templates/business_auth/platform_dashboard.html",538,"Divs with text","{{ account.business_name[:2]|upper }}","<div class=""account-avatar"">                                 {{ account.business_name[:2]|upper }}  "
"templates/business_auth/platform_dashboard.html",571,"Divs with text","{{ account.name[:2]|upper }}","<div class=""account-avatar"">                             {{ account.name[:2]|upper }}               "
"templates/business_auth/platform_dashboard.html",584,"Spans","{{ account.status|title }}","<span class=""badge bg-{{ 'success' if account.status == 'active' else ('warning' if account.status ="
"templates/business_auth/platform_dashboard.html",612,"Divs with text","{{ item.account.name[:2]|upper }}","<div class=""account-avatar"">                         {{ item.account.name[:2]|upper }}              "
"templates/business_auth/platform_dashboard.html",624,"Divs with text","90 else 'medium' if item.users_usage > 80 else 'low' }}"" 
                                 style=""width: {{ item.users_usage|min(100) }}%"">","<div class=""usage-fill {{ 'high' if item.users_usage > 90 else 'medium' if item.users_usage > 80 els"
"templates/business_auth/platform_dashboard.html",632,"Divs with text","90 else 'medium' if item.campaigns_usage > 80 else 'low' }}"" 
                                 style=""width: {{ item.campaigns_usage|min(100) }}%"">","<div class=""usage-fill {{ 'high' if item.campaigns_usage > 90 else 'medium' if item.campaigns_usage "
"templates/business_auth/platform_dashboard.html",666,"Divs with text","{{ account_data.account_name[:2]|upper }}","<div class=""account-avatar"">                                     {{ account_data.account_name[:2]|up"
"templates/business_auth/platform_dashboard.html",691,"Table headers (th)","Nom","<th>Nom</th>"
"templates/business_auth/platform_dashboard.html",704,"Spans","{{ user.role|title }}","<span class=""badge bg-{{ 'danger' if user.role == 'platform_admin' else ('primary' if user.role == '"
"templates/business_auth/reset_password.html",13,"ARIA labels","VOÏA Password Reset","aria-label=""VOÏA Password Reset"""
"templates/business_auth/reset_password.html",16,"Headings (h1-h6)","Set New Password","<h2 class=""business-login-title"">Set New Password</h2>"
"templates/business_auth/reset_password.html",17,"Paragraphs","Choose a strong password for your account","<p class=""business-login-subtitle"">Choose a strong password for your account</p>"
"templates/business_auth/reset_password.html",27,"ARIA labels","Close","aria-label=""Close"""
"templates/business_auth/reset_password.html",36,"ARIA labels","Password reset form","aria-label=""Password reset form"""
"templates/business_auth/reset_password.html",38,"Value attributes (buttons/inputs)","{{ csrf_token() }}","value=""{{ csrf_token() }}"""
"templates/business_auth/reset_password.html",45,"Placeholder attributes","New Password","placeholder=""New Password"""
"templates/business_auth/reset_password.html",51,"ARIA labels","New password","aria-label=""New password"""
"templates/business_auth/reset_password.html",62,"Placeholder attributes","Confirm New Password","placeholder=""Confirm New Password"""
"templates/business_auth/reset_password.html",67,"ARIA labels","Confirm new password","aria-label=""Confirm new password"""
"templates/business_auth/reset_password.html",78,"ARIA labels","Reset password","aria-label=""Reset password"""
"templates/business_auth/reset_password.html",84,"ARIA labels","Return to login page","aria-label=""Return to login page"""
"templates/business_auth/survey_config.html",28,"Value attributes (buttons/inputs)","{{ csrf_token() }}","value=""{{ csrf_token() }}"""
"templates/business_auth/survey_config.html",48,"Value attributes (buttons/inputs)","{{ industry }}","value=""{{ industry }}"""
"templates/business_auth/survey_config.html",65,"Value attributes (buttons/inputs)","{{ tone }}","value=""{{ tone }}"""
"templates/business_auth/survey_config.html",84,"Placeholder attributes","Briefly describe what your company does and your mission...","placeholder=""Briefly describe what your company does and your mission..."""
"templates/business_auth/survey_config.html",86,"Divs with text","{{ (business_account.company_description or '')|length }}/500 characters","<div class=""survey-config-character-counter"" id=""company_description_counter"">                      "
"templates/business_auth/survey_config.html",103,"Placeholder attributes","Describe your main products or services in detail...","placeholder=""Describe your main products or services in detail..."""
"templates/business_auth/survey_config.html",105,"Divs with text","{{ (business_account.product_description or '')|length }}/500 characters","<div class=""survey-config-character-counter"" id=""product_description_counter"">                      "
"templates/business_auth/survey_config.html",122,"Placeholder attributes","Describe your typical customers (e.g., small business owners, CFOs, healthcare providers...)","placeholder=""Describe your typical customers (e.g., small business owners, CFOs, healthcare provider"
"templates/business_auth/survey_config.html",124,"Divs with text","{{ (business_account.target_clients_description or '')|length }}/300 characters","<div class=""survey-config-character-counter"" id=""target_clients_description_counter"">               "
"templates/business_auth/survey_config.html",146,"Value attributes (buttons/inputs)","NPS","value=""NPS"""
"templates/business_auth/survey_config.html",148,"Labels","Net Promoter Score","<label class=""survey-config-form-check-label"" for=""goal_nps"">Net Promoter Score</label>"
"templates/business_auth/survey_config.html",151,"Value attributes (buttons/inputs)","Satisfaction","value=""Satisfaction"""
"templates/business_auth/survey_config.html",156,"Value attributes (buttons/inputs)","Product Feedback","value=""Product Feedback"""
"templates/business_auth/survey_config.html",161,"Value attributes (buttons/inputs)","Support Quality","value=""Support Quality"""
"templates/business_auth/survey_config.html",166,"Value attributes (buttons/inputs)","Pricing Perception","value=""Pricing Perception"""
"templates/business_auth/survey_config.html",171,"Value attributes (buttons/inputs)","Custom","value=""Custom"""
"templates/business_auth/survey_config.html",201,"Value attributes (buttons/inputs)","{{ business_account.max_questions or 8 }}","value=""{{ business_account.max_questions or 8 }}"""
"templates/business_auth/survey_config.html",226,"Value attributes (buttons/inputs)","{{ business_account.max_duration_seconds or 120 }}","value=""{{ business_account.max_duration_seconds or 120 }}"""
"templates/business_auth/survey_config.html",230,"Spans","1min","<span>1min</span>"
"templates/business_auth/survey_config.html",231,"Spans","5min","<span>5min</span>"
"templates/business_auth/survey_config.html",250,"Value attributes (buttons/inputs)","{{ business_account.max_follow_ups_per_topic or 2 }}","value=""{{ business_account.max_follow_ups_per_topic or 2 }}"""
"templates/business_auth/survey_config.html",283,"Value attributes (buttons/inputs)","{{ topic }}","value=""{{ topic }}"""
"templates/business_auth/survey_config.html",304,"Value attributes (buttons/inputs)","{{ topic }}","value=""{{ topic }}"""
"templates/business_auth/survey_config.html",333,"Placeholder attributes","Thank you for your valuable feedback! We truly appreciate the time you've taken to help us improve...","placeholder=""Thank you for your valuable feedback! We truly appreciate the time you've taken to help"
"templates/business_auth/survey_config.html",335,"Divs with text","{{ (business_account.custom_end_message or '')|length }}/1000 characters","<div class=""survey-config-character-counter"" id=""custom_end_message_counter"">                       "
"templates/business_auth/survey_config.html",350,"Divs with text","{{ business_account.custom_end_message }}","<div class=""survey-config-preview-content"">                     {{ business_account.custom_end_messa"
"templates/campaign_insights.html",146,"Spans","Jan 1 - Dec 31, 2024","<span class=""ms-2 text-muted"" id=""activeCampaignDates"">Jan 1 - Dec 31, 2024</span>"
"templates/campaign_insights.html",256,"Value attributes (buttons/inputs)","risk_heavy","value=""risk_heavy"""
"templates/campaign_insights.html",257,"Value attributes (buttons/inputs)","balanced","value=""balanced"""
"templates/campaign_insights.html",258,"Value attributes (buttons/inputs)","opportunity_heavy","value=""opportunity_heavy"""
"templates/campaign_insights.html",265,"Value attributes (buttons/inputs)","critical","value=""critical"""
"templates/campaign_insights.html",266,"Value attributes (buttons/inputs)","high","value=""high"""
"templates/campaign_insights.html",267,"Value attributes (buttons/inputs)","medium","value=""medium"""
"templates/campaign_insights.html",268,"Value attributes (buttons/inputs)","low","value=""low"""
"templates/campaign_insights.html",275,"Value attributes (buttons/inputs)","yes","value=""yes"""
"templates/campaign_insights.html",283,"Value attributes (buttons/inputs)","yes","value=""yes"""
"templates/campaign_insights.html",410,"Value attributes (buttons/inputs)","promoters","value=""promoters"""
"templates/campaign_insights.html",411,"Value attributes (buttons/inputs)","passives","value=""passives"""
"templates/campaign_insights.html",412,"Value attributes (buttons/inputs)","detractors","value=""detractors"""
"templates/campaign_insights.html",454,"Spans","20 %}bg-success{% elif company.company_nps >= -20 %}bg-secondary{% else %}bg-danger{% endif %}"">
                                                        {% if company.company_nps > 0 %}+{% endif %}{{ company.company_nps }}","<span class=""badge {% if company.company_nps > 20 %}bg-success{% elif company.company_nps >= -20 %}b"
"templates/campaign_insights.html",460,"Spans","{{ company.risk_level }}","<span class=""badge {% if company.risk_level == 'Low' %}bg-success{% elif company.risk_level == 'Medi"
"templates/campaign_insights.html",520,"Table headers (th)","Distribution","<th>Distribution</th>"
"templates/campaign_insights.html",582,"Value attributes (buttons/inputs)","promoters","value=""promoters"""
"templates/campaign_insights.html",583,"Value attributes (buttons/inputs)","passives","value=""passives"""
"templates/campaign_insights.html",584,"Value attributes (buttons/inputs)","detractors","value=""detractors"""
"templates/campaign_insights.html",765,"Value attributes (buttons/inputs)","created_at_desc","value=""created_at_desc"""
"templates/campaign_insights.html",766,"Value attributes (buttons/inputs)","created_at_asc","value=""created_at_asc"""
"templates/campaign_insights.html",767,"Value attributes (buttons/inputs)","nps_score_desc","value=""nps_score_desc"""
"templates/campaign_insights.html",768,"Value attributes (buttons/inputs)","nps_score_asc","value=""nps_score_asc"""
"templates/campaign_insights.html",788,"Table headers (th)","NPS","<th style=""width: 10%; text-align: center;"">NPS</th>"
"templates/campaign_insights.html",1092,"Spans","Role","<span class=""badge bg-primary"">Role</span>"
"templates/campaign_insights.html",1109,"Spans","Region","<span class=""badge bg-info"">Region</span>"
"templates/campaign_insights.html",1126,"Spans","Tier","<span class=""badge bg-warning text-dark"">Tier</span>"
"templates/campaigns/create.html",73,"Value attributes (buttons/inputs)","{{ csrf_token() }}","value=""{{ csrf_token() }}"""
"templates/campaigns/create.html",84,"Placeholder attributes","e.g., Q2 2025 Product Satisfaction Survey","placeholder=""e.g., Q2 2025 Product Satisfaction Survey"""
"templates/campaigns/create.html",90,"Labels","Description","<label for=""description"" class=""form-label"">Description</label>"
"templates/campaigns/create.html",92,"Placeholder attributes","Optional description of campaign goals, focus areas, or target audience","placeholder=""Optional description of campaign goals, focus areas, or target audience"""
"templates/campaigns/create.html",144,"Divs with text","When enabled, participant names and company names will be anonymized using secure hashing. 
                        Anonymized participants will appear as ""Participant-{hash}"" in reports and analytics. 
                        This cannot be changed after campaign creation.","<div class=""form-text"">                         When enabled, participant names and company names wi"
"templates/campaigns/create.html",171,"Divs with text","When enabled, customize the email sent to participants. Leave unchecked to use your account's default email templates.","<div class=""form-text"" style=""margin-left: 2.5rem; margin-top: 0.5rem;"">                         Whe"
"templates/campaigns/create.html",180,"Placeholder attributes","Your feedback is requested: {campaign_name}","placeholder=""Your feedback is requested: {campaign_name}"""
"templates/campaigns/create.html",181,"Divs with text","Available variables: {participant_name}, {campaign_name}, {business_account_name}","<div class=""form-text"">Available variables: {participant_name}, {campaign_name}, {business_account_n"
"templates/campaigns/create.html",188,"Placeholder attributes","{business_account_name} is requesting your valuable feedback through our Voice of Client system.","placeholder=""{business_account_name} is requesting your valuable feedback through our Voice of Clien"
"templates/campaigns/create.html",189,"Divs with text","Opens the email body. Available variables: {participant_name}, {campaign_name}, {business_account_name}","<div class=""form-text"">Opens the email body. Available variables: {participant_name}, {campaign_name"
"templates/campaigns/create.html",195,"Placeholder attributes","Complete Your Survey","placeholder=""Complete Your Survey"""
"templates/campaigns/create.html",203,"Placeholder attributes","Your feedback helps improve services and experiences. The survey should take just a few minutes to complete.

Thank you for your time and valuable insights!","placeholder=""Your feedback helps improve services and experiences. The survey should take just a few"
"templates/campaigns/create.html",206,"Divs with text","Message before sign-off. Available variables: {participant_name}, {campaign_name}, {business_account_name}","<div class=""form-text"">Message before sign-off. Available variables: {participant_name}, {campaign_n"
"templates/campaigns/create.html",213,"Placeholder attributes","This is an automated message. If you have any questions, please contact the organization that sent this survey.","placeholder=""This is an automated message. If you have any questions, please contact the organizatio"
"templates/campaigns/create.html",237,"Divs with text","Automatically send a follow-up email to participants who haven't completed the survey","<div class=""form-text"" style=""margin-left: 2.5rem; margin-top: 0.5rem;"">                         Aut"
"templates/campaigns/edit.html",88,"Value attributes (buttons/inputs)","{{ csrf_token() }}","value=""{{ csrf_token() }}"""
"templates/campaigns/edit.html",99,"Value attributes (buttons/inputs)","{{ campaign.name }}","value=""{{ campaign.name }}"""
"templates/campaigns/edit.html",100,"Placeholder attributes","e.g., Q2 2025 Product Satisfaction Survey","placeholder=""e.g., Q2 2025 Product Satisfaction Survey"""
"templates/campaigns/edit.html",106,"Labels","Description","<label for=""description"" class=""form-label"">Description</label>"
"templates/campaigns/edit.html",108,"Placeholder attributes","Optional description of campaign goals, focus areas, or target audience","placeholder=""Optional description of campaign goals, focus areas, or target audience"""
"templates/campaigns/edit.html",124,"Value attributes (buttons/inputs)","{{ campaign.start_date }}","value=""{{ campaign.start_date }}"""
"templates/campaigns/edit.html",132,"Value attributes (buttons/inputs)","{{ campaign.end_date }}","value=""{{ campaign.end_date }}"""
"templates/campaigns/edit.html",159,"Divs with text","Automatically send a follow-up email to participants who haven't completed the survey","<div class=""form-text"" style=""margin-left: 2.5rem; margin-top: 0.5rem;"">                         Aut"
